4.370658695697784424e-01,5.230965614318847656e-01,4.591940343379974365e-01
1.686317846179008484e-03,3.756095422431826591e-03,9.972597360610961914e-01
3.662628955680702347e-08,3.499407696949674573e-08,9.999998807907104492e-01
1.198200607177568600e-06,5.110712208988843486e-07,9.999589920043945312e-01
9.999989271163940430e-01,6.526426066244539470e-09,2.922922249126713723e-06
1.195711320178816095e-05,2.597128041088581085e-04,9.997546076774597168e-01
1.388778514410660136e-07,2.427914751024218276e-06,9.999970197677612305e-01
2.774564200080931187e-05,1.780084744495979976e-06,9.998650550842285156e-01
4.745456855744123459e-03,8.999239071272313595e-04,9.985092282295227051e-01
9.607968968339264393e-05,1.175930037788930349e-06,9.999934434890747070e-01
1.196120865643024445e-03,1.823502534534782171e-04,9.997803568840026855e-01
1.682023145258426666e-02,1.240369305014610291e-02,9.866253137588500977e-01
2.903379499912261963e-04,3.187712718499824405e-05,9.997854828834533691e-01
1.042969641275703907e-03,2.951424976345151663e-04,9.996613264083862305e-01
4.096411032605828950e-07,4.373740466689923778e-06,9.999932050704956055e-01
5.385904273680353072e-07,5.761014061633762395e-12,1.000000000000000000e+00
2.478820306350826286e-06,9.987311959266662598e-01,4.838082531932741404e-04
3.729868858215468208e-09,6.711849742657705065e-09,1.000000000000000000e+00
1.044961777552089188e-06,4.828335295314900577e-05,9.999983310699462891e-01
1.137105876125588111e-08,9.091815333635375890e-15,1.000000000000000000e+00
2.311420757905580103e-06,9.946601986885070801e-01,3.408370539546012878e-03
9.998557567596435547e-01,4.183499549981206656e-04,3.807818939094431698e-05
1.435352174894433119e-07,1.074279998292126947e-09,9.999998807907104492e-01
1.304184991113288561e-07,7.737442686561735172e-09,1.000000000000000000e+00
4.114285184186883271e-05,9.999892711639404297e-01,8.320999995703459717e-07
1.268304004042875022e-07,1.000000000000000000e+00,5.519166287187848852e-12
1.848266379056440201e-06,2.757046786427963525e-07,9.999977350234985352e-01
1.325975631516485009e-07,1.785668786169480882e-07,9.999997615814208984e-01
9.999918937683105469e-01,3.530715912347659469e-05,5.504628461494576186e-06
9.999988079071044922e-01,1.730210696937461989e-10,5.911101652600336820e-07
9.999961853027343750e-01,5.864536660737940110e-07,1.469299718337424565e-06
3.242183311158441938e-06,9.999979734420776367e-01,2.613817002838914050e-07
3.673144703952857526e-07,9.999989271163940430e-01,6.003615453664679080e-07
7.473343544006638695e-07,9.999891519546508789e-01,1.365107891615480185e-05
1.211853657423489494e-07,9.999967813491821289e-01,7.406023087241919711e-06
2.583131163191865198e-06,9.999998807907104492e-01,6.054082568596186320e-09
1.523432213712538896e-10,1.000000000000000000e+00,2.596176607028155559e-09
1.336168935911485889e-11,1.000000000000000000e+00,6.583283362893155299e-10
3.068713338993944717e-10,1.000000000000000000e+00,7.075738661654895623e-09
4.118047847168071485e-10,1.000000000000000000e+00,2.016094313717076147e-08
1.273242418164954870e-07,9.999977350234985352e-01,6.059848601580597460e-06
1.005429339784313925e-06,9.999884366989135742e-01,2.327418951608706266e-05
2.063085879910886433e-08,9.999941587448120117e-01,2.256878360640257597e-05
2.838867629861852038e-08,9.999951124191284180e-01,1.315165536652784795e-05
1.166225072068982627e-08,9.999964237213134766e-01,1.278830404771724716e-05
1.241540132923546480e-07,9.999830722808837891e-01,4.557197826215997338e-05
3.383982232207927154e-07,9.989827275276184082e-01,1.129427910200320184e-04
8.767650494512224668e-10,7.985678251998251653e-08,9.999997615814208984e-01
3.122027555946260691e-05,5.866461287951096892e-05,9.999793767929077148e-01
1.812233739809099298e-12,1.080909051154321787e-08,1.000000000000000000e+00
1.000000000000000000e+00,3.395826908558774448e-08,2.406601993243384641e-07
1.000000000000000000e+00,4.051368573954050589e-09,3.284262675151694566e-07
9.999998807907104492e-01,1.918935010891686943e-10,3.779802455028402619e-06
1.000000000000000000e+00,1.314722442025129112e-09,6.944462366265113928e-11
9.999934434890747070e-01,1.042527765093836933e-05,1.190044599752582144e-06
9.999967813491821289e-01,4.021897836992138764e-08,2.375774420215748250e-05
9.999569654464721680e-01,7.361501843661244493e-07,2.914372889790683985e-04
9.999899864196777344e-01,1.839635842770803720e-05,2.362383156651048921e-06
9.999995231628417969e-01,2.208583282481413335e-06,3.559773276151645405e-08
9.999831914901733398e-01,3.789337824855465442e-06,1.716465021672775038e-06
1.000000000000000000e+00,3.645162394150247565e-09,2.057405357192010342e-10
9.998371601104736328e-01,2.341425279155373573e-04,3.147757088299840689e-04
9.999995231628417969e-01,8.978077659094196861e-08,7.733910933893639594e-07
9.999995231628417969e-01,1.161160483320600179e-07,1.004698106044088490e-06
9.999998807907104492e-01,4.053844406826101476e-07,4.620579829861526377e-07
9.999998807907104492e-01,3.871246079256707162e-08,5.581211439675826114e-07
1.000000000000000000e+00,1.283420303366256121e-08,2.029534869052440627e-07
1.000000000000000000e+00,5.843241168701496235e-11,1.171267527411146148e-08
9.999991655349731445e-01,4.802860686936583079e-08,2.923349313732614974e-07
9.999922513961791992e-01,4.295061728498694720e-07,9.902941201289650053e-06
